#              Age:              Teq:             Mass:            R_RCB:            P_RCB:
#   0.503865159E+10   0.000000000E+00   0.183841434E+31   0.717193044E+10   0.956892339E+06
# INDEX       RADIUS [RJ]       RADIUS [RP]           DENSITY          PRESSURE       TEMPERATURE           ENTROPY           GRAVITY              MASS             DMASS           CHI_RHO             CHI_T           GAMMA_1           GAMMA_3            SIGMA1            SIGMA2        EPS_JOULE1        EPS_JOULE2             V_ATM        SIGMA1_LOG        SIGMA1_EYE      SIGMA1_TSANG        SIGMA1_INT        LUMINOSITY        EXTRA_HEAT        IRRAD_HEAT
# COL 1                 2                 3                 4                 5                 6                 7                 8                 9                10                11                12                13                14                15                16                17                18                19                20                21                22                23                24                25                26
    452   0.378543537E+00   0.377264565E+00   0.283787884E+01   0.195606453E+14   0.119688530E+05   0.530659342E+09   0.275743442E+04   0.302584050E+30   0.117012796E+29   0.186584320E+01   0.138760735E+00   0.169294677E+01   0.156711928E+01   0.685021741E+30   0.000000000E+00   0.238921309E-24   0.000000000E+00   0.000000000E+00   0.685021741E+30   0.273354802E+18   0.195245701E+17   0.195245701E+17   0.671178630E+24   0.000000000E+00   0.000000000E+00
    453   0.372170330E+00   0.370912892E+00   0.286387253E+01   0.199126305E+14   0.120405019E+05   0.530659213E+09   0.274236548E+04   0.290882771E+30   0.111356316E+29   0.186597389E+01   0.136159861E+00   0.166395928E+01   0.155623452E+01   0.106231805E+31   0.000000000E+00   0.152666885E-24   0.000000000E+00   0.000000000E+00   0.106231805E+31   0.279685633E+18   0.197751401E+17   0.197751401E+17   0.640939238E+24   0.000000000E+00   0.000000000E+00
    454   0.365953482E+00   0.364717049E+00   0.288912923E+01   0.202572350E+14   0.121096917E+05   0.530659061E+09   0.272775095E+04   0.279747139E+30   0.105975215E+29   0.186627584E+01   0.133744488E+00   0.163711623E+01   0.154612820E+01   0.162978330E+31   0.000000000E+00   0.986407253E-25   0.000000000E+00   0.000000000E+00   0.162978330E+31   0.285942989E+18   0.200220170E+17   0.200220170E+17   0.611971304E+24   0.000000000E+00   0.000000000E+00
    455   0.359888623E+00   0.358672681E+00   0.291367074E+01   0.205945792E+14   0.121765314E+05   0.530658841E+09   0.271361582E+04   0.269149618E+30   0.100855853E+29   0.186671659E+01   0.131520016E+00   0.161251165E+01   0.153683406E+01   0.247434867E+31   0.000000000E+00   0.644245984E-25   0.000000000E+00   0.000000000E+00   0.247434867E+31   0.292125642E+18   0.202652285E+17   0.202652285E+17   0.584233857E+24   0.000000000E+00   0.000000000E+00
    456   0.353971616E+00   0.352775665E+00   0.293751812E+01   0.209247855E+14   0.122411255E+05   0.530658539E+09   0.269998328E+04   0.259064032E+30   0.959853039E+28   0.186727137E+01   0.129490702E+00   0.159022194E+01   0.152837802E+01   0.371853062E+31   0.000000000E+00   0.425207751E-25   0.000000000E+00   0.000000000E+00   0.371853062E+31   0.298232441E+18   0.205047990E+17   0.205047990E+17   0.557686278E+24   0.000000000E+00   0.000000000E+00
    457   0.348198538E+00   0.347022092E+00   0.296069197E+01   0.212479781E+14   0.123035732E+05   0.530658166E+09   0.268687487E+04   0.249465502E+30   0.913513068E+28   0.186792256E+01   0.127659001E+00   0.157029657E+01   0.152077532E+01   0.553322790E+31   0.000000000E+00   0.283518437E-25   0.000000000E+00   0.000000000E+00   0.553322790E+31   0.304262302E+18   0.207407500E+17   0.207407500E+17   0.532287588E+24   0.000000000E+00   0.000000000E+00
    458   0.342565663E+00   0.341408249E+00   0.298321238E+01   0.215642823E+14   0.123639688E+05   0.530657748E+09   0.267431049E+04   0.240330371E+30   0.869422248E+28   0.186865783E+01   0.126025751E+00   0.155276121E+01   0.151403205E+01   0.815443430E+31   0.000000000E+00   0.190930398E-25   0.000000000E+00   0.000000000E+00   0.815443430E+31   0.310214207E+18   0.209731004E+17   0.209731004E+17   0.507996589E+24   0.000000000E+00   0.000000000E+00
    459   0.337069454E+00   0.335930610E+00   0.300509900E+01   0.218738240E+14   0.124224017E+05   0.530657321E+09   0.266230845E+04   0.231636149E+30   0.827470124E+28   0.186946864E+01   0.124590367E+00   0.153762069E+01   0.150814660E+01   0.119048253E+32   0.000000000E+00   0.129828871E-25   0.000000000E+00   0.000000000E+00   0.119048253E+32   0.316087200E+18   0.212018671E+17   0.212018671E+17   0.484772073E+24   0.000000000E+00   0.000000000E+00
    460   0.331706542E+00   0.330585817E+00   0.302637097E+01   0.221767291E+14   0.124789567E+05   0.530656923E+09   0.265088552E+04   0.223361448E+30   0.787551824E+28   0.187034914E+01   0.123351024E+00   0.152486178E+01   0.150311087E+01   0.172213344E+32   0.000000000E+00   0.891177327E-26   0.000000000E+00   0.000000000E+00   0.172213344E+32   0.321880384E+18   0.214270648E+17   0.214270648E+17   0.462573045E+24   0.000000000E+00   0.000000000E+00
    461   0.326473721E+00   0.325370676E+00   0.304704697E+01   0.224731233E+14   0.125337138E+05   0.530656596E+09   0.264005692E+04   0.215485929E+30   0.749567752E+28   0.187129525E+01   0.122304832E+00   0.151445573E+01   0.149891139E+01   0.246899972E+32   0.000000000E+00   0.617380489E-26   0.000000000E+00   0.000000000E+00   0.246899972E+32   0.327592919E+18   0.216487066E+17   0.216487066E+17   0.441358932E+24   0.000000000E+00   0.000000000E+00
    462   0.321367932E+00   0.320282138E+00   0.307642637E+01   0.228977354E+14   0.126113647E+05   0.530658464E+09   0.262983641E+04   0.207990252E+30   0.139245193E+29   0.187280143E+01   0.121104167E+00   0.150325522E+01   0.149418657E+01   0.350894991E+32   0.000000000E+00   0.430258437E-26   0.000000000E+00   0.000000000E+00   0.350894991E+32   0.333224017E+18   0.218668043E+17   0.218668043E+17   0.421089730E+24   0.000000000E+00   0.000000000E+00
    463   0.311525200E+00   0.310472661E+00   0.310569953E+01   0.233247829E+14   0.126879743E+05   0.530656187E+09   0.261127927E+04   0.194065733E+30   0.646298308E+28   0.187448905E+01   0.120263280E+00   0.149664246E+01   0.149105466E+01   0.690973664E+32   0.000000000E+00   0.216437325E-26   0.000000000E+00   0.000000000E+00   0.690973664E+32   0.344239816E+18   0.222924384E+17   0.222924384E+17   0.383225955E+24   0.000000000E+00   0.000000000E+00
    464   0.306783521E+00   0.305747003E+00   0.313270258E+01   0.237224363E+14   0.127586671E+05   0.530658133E+09   0.260295089E+04   0.187602749E+30   0.120066144E+29   0.187619735E+01   0.119770237E+00   0.149411261E+01   0.148940051E+01   0.957703857E+32   0.000000000E+00   0.154811311E-26   0.000000000E+00   0.000000000E+00   0.957703857E+32   0.349622386E+18   0.224999612E+17   0.224999612E+17   0.365549040E+24   0.000000000E+00   0.000000000E+00
    465   0.297645428E+00   0.296639784E+00   0.316768853E+01   0.242428994E+14   0.128496216E+05   0.530658292E+09   0.258825673E+04   0.175596135E+30   0.108775890E+29   0.187859174E+01   0.119519116E+00   0.149585827E+01   0.148900282E+01   0.179658512E+33   0.000000000E+00   0.816136534E-27   0.000000000E+00   0.000000000E+00   0.179658512E+33   0.360135430E+18   0.229045147E+17   0.229045147E+17   0.332528582E+24   0.000000000E+00   0.000000000E+00
    466   0.288952726E+00   0.287976452E+00   0.320078641E+01   0.247408950E+14   0.129352783E+05   0.530658606E+09   0.257620097E+04   0.164718546E+30   0.985502710E+28   0.188101104E+01   0.119652352E+00   0.150234030E+01   0.149030782E+01   0.326849454E+33   0.000000000E+00   0.443964894E-27   0.000000000E+00   0.000000000E+00   0.326849454E+33   0.370307944E+18   0.232950849E+17   0.232950849E+17   0.302400339E+24   0.000000000E+00   0.000000000E+00
    467   0.280687649E+00   0.279739300E+00   0.323210744E+01   0.252173006E+14   0.130160228E+05   0.530658972E+09   0.256680779E+04   0.154863519E+30   0.892883585E+28   0.188340489E+01   0.120087897E+00   0.151255194E+01   0.149296540E+01   0.577380793E+33   0.000000000E+00   0.248888579E-27   0.000000000E+00   0.000000000E+00   0.577380793E+33   0.380136502E+18   0.236717225E+17   0.236717225E+17   0.274928401E+24   0.000000000E+00   0.000000000E+00
    468   0.272833683E+00   0.271911870E+00   0.326175389E+01   0.256729488E+14   0.130921999E+05   0.530659310E+09   0.256007906E+04   0.145934683E+30   0.808988909E+28   0.188573619E+01   0.120760910E+00   0.152569141E+01   0.149669541E+01   0.991482855E+33   0.000000000E+00   0.143620585E-27   0.000000000E+00   0.000000000E+00   0.991482855E+33   0.389618404E+18   0.240344785E+17   0.240344785E+17   0.249898268E+24   0.000000000E+00   0.000000000E+00
    469   0.265375392E+00   0.264478778E+00   0.328981970E+01   0.261086244E+14   0.131641185E+05   0.530659559E+09   0.255599442E+04   0.137844794E+30   0.732993436E+28   0.188797899E+01   0.121619767E+00   0.154111528E+01   0.150127178E+01   0.165683008E+34   0.000000000E+00   0.852124438E-28   0.000000000E+00   0.000000000E+00   0.165683008E+34   0.398751689E+18   0.243834080E+17   0.243834080E+17   0.227112822E+24   0.000000000E+00   0.000000000E+00
    470   0.258298250E+00   0.257425548E+00   0.331639134E+01   0.265250634E+14   0.132320546E+05   0.530659674E+09   0.255451150E+04   0.130514860E+30   0.664150473E+28   0.189011680E+01   0.122621868E+00   0.155828587E+01   0.150650480E+01   0.269696240E+34   0.000000000E+00   0.519292949E-28   0.000000000E+00   0.000000000E+00   0.269696240E+34   0.407535147E+18   0.247185746E+17   0.247185746E+17   0.206387814E+24   0.000000000E+00   0.000000000E+00
    471   0.251588506E+00   0.250738473E+00   0.335231631E+01   0.270943380E+14   0.133239105E+05   0.530661999E+09   0.255556621E+04   0.123873355E+30   0.114706894E+29   0.189301165E+01   0.124234488E+00   0.158499575E+01   0.151481220E+01   0.428042725E+34   0.000000000E+00   0.323683811E-28   0.000000000E+00   0.000000000E+00   0.428042725E+34   0.415968332E+18   0.250400535E+17   0.250400535E+17   0.187543289E+24   0.000000000E+00   0.000000000E+00
    472   0.239217332E+00   0.238409097E+00   0.339767249E+01   0.278232197E+14   0.134392147E+05   0.530660634E+09   0.256496920E+04   0.112402666E+30   0.941817708E+28   0.189663759E+01   0.126608413E+00   0.162341474E+01   0.152697707E+01   0.100315582E+35   0.000000000E+00   0.136270916E-28   0.000000000E+00   0.000000000E+00   0.100315582E+35   0.431788628E+18   0.256424241E+17   0.256424241E+17   0.154837618E+24   0.000000000E+00   0.000000000E+00
    473   0.228165436E+00   0.227394542E+00   0.345185015E+01   0.287091289E+14   0.135769616E+05   0.530662960E+09   0.258322917E+04   0.102984488E+30   0.135158746E+29   0.190089049E+01   0.129795359E+00   0.167423870E+01   0.154330682E+01   0.214686662E+35   0.000000000E+00   0.626752524E-29   0.000000000E+00   0.000000000E+00   0.214686662E+35   0.446221820E+18   0.261913432E+17   0.261913432E+17   0.127805540E+24   0.000000000E+00   0.000000000E+00
    474   0.210444936E+00   0.209733913E+00   0.351631318E+01   0.297848609E+14   0.137397275E+05   0.530658082E+09   0.263805947E+04   0.894686138E+29   0.968216075E+28   0.190575690E+01   0.133842582E+00   0.173884914E+01   0.156432352E+01   0.727149867E+35   0.000000000E+00   0.181652598E-29   0.000000000E+00   0.000000000E+00   0.727149867E+35   0.469960755E+18   0.270933044E+17   0.270933044E+17   0.886676672E+23   0.000000000E+00   0.000000000E+00
    475   0.195926082E+00   0.195264114E+00   0.356028593E+01   0.305324348E+14   0.138503666E+05   0.530653168E+09   0.271416022E+04   0.797864530E+29   0.389965686E+28   0.190891729E+01   0.136629225E+00   0.178388112E+01   0.157909965E+01   0.197568592E+36   0.000000000E+00   0.660313699E-30   0.000000000E+00   0.000000000E+00   0.197568592E+36   0.489964497E+18   0.278529210E+17   0.278529210E+17   0.602863411E+23   0.000000000E+00   0.000000000E+00
    476   0.189503816E+00   0.188863546E+00   0.359209524E+01   0.310803680E+14   0.139306723E+05   0.530653712E+09   0.275944111E+04   0.758867962E+29   0.526037805E+28   0.191111055E+01   0.138616481E+00   0.181635580E+01   0.158981144E+01   0.307421993E+36   0.000000000E+00   0.420601012E-30   0.000000000E+00   0.000000000E+00   0.307421993E+36   0.498973579E+18   0.281950037E+17   0.281950037E+17   0.487501288E+23   0.000000000E+00   0.000000000E+00
    477   0.180170950E+00   0.179562213E+00   0.362655579E+01   0.316805358E+14   0.140173848E+05   0.530652507E+09   0.284111279E+04   0.706264181E+29   0.354825508E+28   0.191338255E+01   0.140714485E+00   0.185106510E+01   0.160130669E+01   0.584487107E+36   0.000000000E+00   0.219120894E-30   0.000000000E+00   0.000000000E+00   0.584487107E+36   0.512242530E+18   0.286988916E+17   0.286988916E+17   0.330839806E+23   0.000000000E+00   0.000000000E+00
    478   0.173352136E+00   0.172766437E+00   0.365206328E+01   0.321291966E+14   0.140815257E+05   0.530651992E+09   0.291483247E+04   0.670781630E+29   0.239353991E+28   0.191498923E+01   0.142219964E+00   0.187624134E+01   0.160967433E+01   0.934648261E+36   0.000000000E+00   0.136071319E-30   0.000000000E+00   0.000000000E+00   0.934648261E+36   0.522070373E+18   0.290721903E+17   0.290721903E+17   0.224394750E+23   0.000000000E+00   0.000000000E+00
    479   0.168466060E+00   0.167896869E+00   0.367053357E+01   0.324564163E+14   0.141279480E+05   0.530651817E+09   0.297623382E+04   0.646846231E+29   0.161468420E+28   0.191610957E+01   0.143279219E+00   0.189410723E+01   0.161562778E+01   0.130838403E+37   0.000000000E+00   0.967138457E-31   0.000000000E+00   0.000000000E+00   0.130838403E+37   0.529182127E+18   0.293423890E+17   0.293423890E+17   0.152199799E+23   0.000000000E+00   0.000000000E+00
    480   0.165020465E+00   0.164462917E+00   0.368370001E+01   0.326901991E+14   0.141590063E+05   0.530631005E+09   0.302438884E+04   0.630699389E+29   0.108930749E+28   0.191686993E+01   0.143993568E+00   0.190656908E+01   0.161978257E+01   0.165864644E+37   0.000000000E+00   0.760177504E-31   0.000000000E+00   0.000000000E+00   0.165864644E+37   0.534232268E+18   0.295343022E+17   0.295343022E+17   0.103304278E+23   0.000000000E+00   0.000000000E+00
    481   0.162620865E+00   0.162071424E+00   0.369305630E+01   0.328545455E+14   0.141739350E+05   0.530543067E+09   0.306051346E+04   0.619806314E+29   0.734895418E+27   0.191734725E+01   0.144411450E+00   0.191512112E+01   0.162261641E+01   0.195658449E+37   0.000000000E+00   0.642789176E-31   0.000000000E+00   0.000000000E+00   0.195658449E+37   0.537766475E+18   0.296686308E+17   0.296686308E+17   0.698894477E+22   0.000000000E+00   0.000000000E+00
    482   0.160965348E+00   0.160421500E+00   0.369960316E+01   0.329686846E+14   0.141809903E+05   0.530446961E+09   0.308675317E+04   0.612457360E+29   0.495803806E+27   0.191765293E+01   0.144661384E+00   0.192096482E+01   0.162454375E+01   0.219278629E+37   0.000000000E+00   0.572534474E-31   0.000000000E+00   0.000000000E+00   0.219278629E+37   0.540213000E+18   0.297616307E+17   0.297616307E+17   0.472114269E+22   0.000000000E+00   0.000000000E+00
    483   0.159830933E+00   0.159290918E+00   0.370413330E+01   0.330472583E+14   0.141842856E+05   0.530364321E+09   0.310538149E+04   0.607499322E+29   0.334503955E+27   0.191785173E+01   0.144814572E+00   0.192494486E+01   0.162585203E+01   0.237090296E+37   0.000000000E+00   0.528874592E-31   0.000000000E+00   0.000000000E+00   0.237090296E+37   0.541893323E+18   0.298255109E+17   0.298255109E+17   0.318699875E+22   0.000000000E+00   0.000000000E+00
    484   0.159057336E+00   0.158519935E+00   0.370724333E+01   0.331010112E+14   0.141858121E+05   0.530300114E+09   0.311839609E+04   0.604154283E+29   0.225682602E+27   0.191798248E+01   0.144910629E+00   0.192764859E+01   0.162673870E+01   0.250059444E+37   0.000000000E+00   0.501024237E-31   0.000000000E+00   0.000000000E+00   0.250059444E+37   0.543041006E+18   0.298691449E+17   0.298691449E+17   0.215071418E+22   0.000000000E+00   0.000000000E+00
    485   0.158531569E+00   0.157995944E+00   0.370936670E+01   0.331376235E+14   0.141865154E+05   0.530252835E+09   0.312738842E+04   0.601897457E+29   0.152264639E+27   0.191806916E+01   0.144972032E+00   0.192948166E+01   0.162733888E+01   0.259276404E+37   0.000000000E+00   0.482936828E-31   0.000000000E+00   0.000000000E+00   0.259276404E+37   0.543821857E+18   0.298988335E+17   0.298988335E+17   0.145119566E+22   0.000000000E+00   0.000000000E+00
    486   0.158175066E+00   0.157640646E+00   0.371081095E+01   0.331624857E+14   0.141868381E+05   0.530219100E+09   0.313355442E+04   0.600374810E+29   0.102731404E+27   0.191812695E+01   0.145011883E+00   0.193072263E+01   0.162774476E+01   0.265718587E+37   0.000000000E+00   0.471044920E-31   0.000000000E+00   0.000000000E+00   0.265718587E+37   0.544351709E+18   0.299189796E+17   0.299189796E+17   0.979142595E+21   0.000000000E+00   0.000000000E+00
    487   0.157933721E+00   0.157400116E+00   0.371179075E+01   0.331793339E+14   0.141869858E+05   0.530195491E+09   0.313776049E+04   0.599347496E+29   0.693122245E+26   0.191816562E+01   0.145038045E+00   0.193156188E+01   0.162801904E+01   0.270170442E+37   0.000000000E+00   0.463160775E-31   0.000000000E+00   0.000000000E+00   0.270170442E+37   0.544710585E+18   0.299326251E+17   0.299326251E+17   0.660628777E+21   0.000000000E+00   0.000000000E+00
    488   0.157770512E+00   0.157237459E+00   0.371245427E+01   0.331907352E+14   0.141870533E+05   0.530179173E+09   0.314061947E+04   0.598654374E+29   0.467647190E+26   0.191819157E+01   0.145055364E+00   0.193212903E+01   0.162820431E+01   0.273223186E+37   0.000000000E+00   0.457903987E-31   0.000000000E+00   0.000000000E+00   0.273223186E+37   0.544953355E+18   0.299418561E+17   0.299418561E+17   0.445724776E+21   0.000000000E+00   0.000000000E+00
    489   0.157660225E+00   0.157127544E+00   0.371290308E+01   0.331984432E+14   0.141870841E+05   0.530167984E+09   0.314255813E+04   0.598186727E+29   0.315520996E+26   0.191820902E+01   0.145066897E+00   0.193251210E+01   0.162832940E+01   0.275305573E+37   0.000000000E+00   0.454385511E-31   0.000000000E+00   0.000000000E+00   0.275305573E+37   0.545117443E+18   0.299480954E+17   0.299480954E+17   0.300729593E+21   0.000000000E+00   0.000000000E+00
    490   0.157585735E+00   0.157053306E+00   0.371320641E+01   0.332036508E+14   0.141870982E+05   0.530160354E+09   0.314387060E+04   0.597871206E+29   0.212882180E+26   0.191822075E+01   0.145074608E+00   0.193277076E+01   0.162841385E+01   0.276721006E+37   0.000000000E+00   0.452024391E-31   0.000000000E+00   0.000000000E+00   0.276721006E+37   0.545228287E+18   0.299523101E+17   0.299523101E+17   0.202902038E+21   0.000000000E+00   0.000000000E+00
    491   0.157535442E+00   0.157003183E+00   0.371341130E+01   0.332071677E+14   0.141871046E+05   0.530155169E+09   0.314475815E+04   0.597658324E+29   0.143632000E+26   0.191822866E+01   0.145079780E+00   0.193294536E+01   0.162847084E+01   0.277680792E+37   0.000000000E+00   0.450437144E-31   0.000000000E+00   0.000000000E+00   0.277680792E+37   0.545303134E+18   0.299551561E+17   0.299551561E+17   0.136898161E+21   0.000000000E+00   0.000000000E+00
